text,label
"whose screams filled the arena loud,",0
"""there are many here among us who feel that life is but a joke,",0
"thinking 'bout rosemary and thinking about the law,",0
by the man who invented iron and disappeared so mysteriously.,0
"it ain't that i'm questioning you to take part in any kinda quiz,",0
"ah, you fake just like a woman - yes, you do!",0
"blackness was a virtue and the road was full of mud,",0
"and you start getting chills and you're jumping from sweat,",0
everyone still talks about,0
are you anybody someone prays for or cries?,0
"west of the jordan, east of the rock of gibraltar,",0
"early one morning the sun was shining, i was laying in bed,",0
"no, you can't blame us at all.""",0
"it's like the earth just opened and swallowed him up,",0
"there's a black mercedes rolling through the combat zone,",0
"made the woods around him ring and he charmed the heart of a lady,",0
see like me or be like me.,0
"swords piercing your side, blood and water flowing through the land.",-1
"so let us not talk falsely now, the hour is getting late.""",0
"you're gonna make me wonder what i'm doing,",0
"without ideals or violence,",0
"oh, i know where i can find you,",0
"turn, turn, turn again -",0
"'twas in the spring one summer's day,",0
"cop said, ""wait a minute, boys, this one's not dead!""",0
moving with a simple twist of fate.,0
"trouble,",0
"he rode right up to ms. mousey's door, uh-huh,",0
"lord, i ain't got much more to lose.",0
if the wind got you sideways with one hand holding on,0
"is it rolling, bob?",0
ring them bells from the sanctuaries cross the valleys and streams,0
"agarrame, mi vida, soon the desert will be gone,",0
"and keep your eyes wide - the chance won't come again,",0
as they rode him in custody down to the station,0
"well, my back's been to the wall so long it seem like it's stuck.",0
someone's watching over you.,0
"hard times, hard times, come again no more.",0
"he got his big, bushy tail dragging all over the ground.",0
"look, mrs. henry, there's only so much i can do,",0
"i hear the ancient footsteps like the motion of the sea,",0
hmm.,0
the crashing waves like cymbals clashed against the rocks and sands.,0
you're gonna make me lonesome when you go.,0
"he was her man, he done her wrong.",-1
then send out for some pillars and cecil b. demille.,0
"with no direction home,",0
you used to be so amused,0
"well, the road is rocky and the hillside's mud,",0
"two riders were approaching, the wind began to howl.",0
we'll drink tequila where our grandfathers stayed,0
"look away, you rolling river,",0
"you tried and tried, you made me slide, you left me reeling with this feeling.",0
"said i'm pressing on,",0
they got away!,0
"from silver and gold, from what man cannot hold, you changed my life.",0
and ye shall be a-changed.,0
you smiling through the fence at me,0
"wondering if she'd changed at all, if her hair was still red.",0
while one who sings with his tongue on fire,0
"they'll stone you when you are young and able,",0
"it was then that i got up to leave, but she said, ""don't forget,",0
"i give her my heart, but she wanted my soul.",0
he's not selling any alibis,0
a man who swears he's not to blame.,0
"already the fiesta has begun,",0
will soon shake your windows and rattle your walls,0
praise the good lord to get her out of your mind.,0
but he's badly-built and he walks on stilts - watch out he don't fall on you.,0
before you call him a man?,0
why wait any longer for the one you love,1
"hey, mr. tambourine man, play a song for me,",0
"you used to ride the chrome horse with your diplomat,",0
"but it will be back in the same old spot again,",0
with half-damp eyes i stared to the room,0
"i long to see you in the morning light,",1
"and, when the fight was over and old glory raised,",0
"well, the deputy walks on hard nails and the preacher rides a mount,",0
"four in the morning and they haul rubin in,",0
alone you stand with nobody near,0
"who eats, but is not satisfied, who hears, but does not see,",0
"i saw ten thousand talkers whose tongues were all broken,",0
and these visions of johanna that conquer my mind.,0
"thank you, lord,",0
"life is sad, life is a bust,",0
"blood drying in my yellow hair as i go from shore to shore,",-1
"shenandoah, i will not deceive you -",0
right now i'm having trouble.,0
"bird, fly high by the light of the moon,",1
like cain i now behold this chain of events that i must break.,0
"but now we've got weapons of a-chemical dust,",0
just carry yourself back to me unspoiled,0
"strong men belittled by doubt,",0
on the back of the fish truck that loads,0
"yes, you do, you know you do.",0
there was an old man and he lived in the moon,0
leave at your own chosen speed.,0
i got love for you and it's all in vain.,1
and i tell 'em all wherever i may go just so they'll know,0
the man in me will do nearly any task,0
we flung them as far as we could in the tide.,0
"stay, lady, stay, stay with your man awhile.",0
"and you fear they might catch you sleeping,",0
it's that million dollar bash.,0
"but you changed my life, came along in a time of strife,",0
stayed in mississippi a day too long.,0
then i'd lie in my bed once again.,0
"we always did feel the same, we just saw it from a different point of view,",0
"from silhouetted anger to manufactured peace,",0
"he was her man, but he done her wrong.",-1
'cause tonight i'll be staying here with you.,0
"next to come in was the juney bug, uh-huh,",0
"babe, please come crawl out your window,",0
"best never to think these thoughts and never to let them kinda thoughts gain ground,",0
tomorrow's gonna be another day.,0
"the city fathers, they're trying to endorse",0
they said a mass in the old church near the house where he was born.,0
"oh, jokerman, you know what he wants,",0
"i don't want to meet your kin,",0
"who's gonna throw that minstrel boy a coin,",0
"tombstone bay dog can't get it done,",0
"well, i'm sitting on my watch so i can be on time,",0
"leaves are rustling in the wood, things are falling off the shelf,",0
before they're allowed to be free?,0
"handy-dandy, just like sugar and candy.",0
national bank is selling road-maps to the soul,0
there was an old man and he lived in the moon,0
"""stop all this weeping and swallow your pride,",0
"light yourself a candle,",1
"if anything is gonna sell,",0
"you will not die, it's not poison!""",0
"now, the rain-man gave me two cures, then he said, ""jump right in.""",0
"come on, come on, let's stick together,",0
"let me eat when i'm hungry, let me drink when i'm dry,",0
"but you're gonna have to serve somebody,",0
"his dog up and died, he up and died, and after twenty years he still grieves.",0
"i've been out in front of a dozen dead oceans,",0
"judge said to the jury, ""plain as a thing can be,",0
"next to come in was a big, black snake, uh-huh,",0
"at night i dream of bells in the village steeple,",0
so they took him to the infirmary,0
"for something that he never done,",0
"for there's a slow - there's a slow, slow train coming.",0
"gave to him her lily-white hand and say good-bye forever,",0
how long are we gonna be riding?,0
and ye shall be changed.,0
"every nerve in my body is so vacant and numb,",0
"and you search in vain to find just one law-abiding citizen,",0
but i would never do you wrong.,-1
"he went to hollywood to see peter o'toole,",0
"""is it easy to forget?""",0
there he still sits on top of the hill.,0
the hour that the ship comes in.,0
"well, i don't mind dying,",0
"trying to prove that your conclusions should be more drastic,",0
"if i carry it out, it'll bring a good price.""",0
"and i always said, ""hang on to me, baby, and let's hope that the roof stays on.""",0
"one hand is tied to the tight-rope walker, the other is in his pants.",0
some kinda things you can never kill.,-1
where i'm bound i can't tell.,0
"it all seemed so proper, it all seemed so elite,",0
see the primitive wallflower freeze,0
"they'll stone you when you try to take a bath,",0
"what's the matter with me? i don't have much to say,",0
"well, the rifleman's stalking the sick and the lame,",0
"and, if my thought-dreams could be seen,",0
"but it's alright, ma, if i can't please him.",0
"listen to the engine, listen to the bell",0
i'm in the kitchen with the tombstone blues.,0
"she say, ""who gonna take away his license to kill?""",-1
"like some mystery,",0
"i said, ""i got no money, man."" he said, ""that ain't necessary.""",0
"i saw you in the wilderness among the men,",0
"but, if you got to go, go now or else you got to stay all night.",0
"you say, ""impossible!"" as he hands you a bone.",0
"if it's not that, then what is it you're trying to conceal?",0
do you ever wonder just what god requires?,0
"let's try to get beneath the surface waste, girl,",0
"winterlude, winterlude, oh, darling,",0
"thrown in like bandits and cast off like criminals,",0
toiling in the danger and in the morals of despair.,0
i'm still punching cattle in the pay of diamond joe.,0
and they were both out on highway 61.,0
"you know, it balances on your head just like a mattress balances on a bottle of wine,",0
you say you're looking for someone,0
"yes, and how many years can some people exist",0
"love that's pure hopes all things,",1
and the sun is a-going down upon the sacred cow.,0
a crash on the highway flew the car to a field -,0
one more time for a simple twist of fate?,0
"well, you must tell me, baby, how your head feels under something like that,",0
i've been to babylon and i got to confess,0
"lay, lady, lay, lay across my big brass bed.",0
i ain't gonna work on maggie's farm no more.,0
"no llores, mi querida, dios nos vigila,",0
"to make your time more easy-passing?""",0
"well, i wanna be your lover, baby, i don't wanna be your boss.",1
"mama, put my guns in the ground,",0
everybody must get stoned.,0
neighborhood bully.,0
"may be working in a barbershop, you may know how to cut hair,",0
"where another man's life might begin, that's exactly where mine ends.",0
'cause tonight i'll be staying here with you.,0
"summer days and the summer nights are gone,",0
and you figured you failed in yesterday's rush,0
it always does when you're with me.,0
"""gentlemen,"" he said, ""i don't need your organization,",0
"don't stand in the doorway, don't block up the hall",0
"they say every man needs protection,",0
"you came down on me like white thunder,",0
"if not for you,",0
"you're gonna need - you're gonna need my help someday,",0
"well, sweet, pretty things, they're in bed now of course,",0
"if you're black, you might as well not show up on the street 'less you wanna draw the heat.",0
"stay, lady, stay, stay while the night is still ahead.",0
"and you start walking backwards though you know that it's wrong,",-1
"saved,",0
"my hands can't feel to grip,",0
"you're gonna make me wonder what i'm saying,",0
"they're selling postcards of the hanging, they're painting the passports brown,",-1
who don't how to do you wrong.,-1
"""i've had too much of your company,""",0
"and, when we meet again, introduced as friends,",0
"i'll shoot those tyrants one and all, i'll gun the floggers down.",0
"she's 68, but she says she's 54.",0
"but all the while he was alone, the past was close behind,",0
"alberta, let your hair hang low,",0
"condemned to drift or else be kept from drifting,",0
"i'm in the wrong town, i should be in hollywood,",-1
"but he never did like it all that much and one day it just a-went to hell,",0
even though rita moved away and got a job at a motel.,0
but you know you only used to get juiced in it.,0
"i saw a highway of diamonds with nobody on it,",0
"with no direction home,",0
"honey, 'cause the world's gone wrong.",-1
all inside the grounds of the walls of red wing.,0
she knows that she's not afraid to look at her.,0
"big jim was no one's fool, he owned the town's only diamond mine,",0
"here's a simple love story, happened to me.",1
"he had the reputation as the gamblingest man around,",0
"once upon a time you dressed so fine,",0
i got nothing but affection for all those who've sailed with me.,0
darkness at the break of noon,-1
"trouble,",0
"they say everything can be replaced,",0
you'll not see nothing like the mighty quinn!,0
"got the message this morning, the one that was sent to me",0
"and their old, rusty rapiers that hung by their sides,",0
"well, they were sailing about two weeks -",0
there was a little boy and there was a little girl,0
"there's not even room enough to be anywhere,",0
"none of them along the line know what any of it is worth.""",0
"honey, i want you.",0
"yes, i guess i loved him too, i can still see him in my mind climbing that hill.",1
no one tried to say a thing when they carried him out in jest -,0
i's looking around just to see who was born.,0
"and the all-night girls, they whisper of escapades out on the d train,",0
"we're idiots, babe, it's a wonder we can even feed ourselves.",0
how does it feel?,0
"but it ain't me, babe,",0
"i've seen pretty people disappear like smoke,",0
"i glanced at my guitar and played it, pretending",0
"four months later, the ghettoes are in flame,",0
"won't buy back the beat of a heart grown cold,",0
"that i just don't fit? yes, i believe it's a-time for us to quit.",0
"who among them, do you think, could resist you,",0
who killed davey moore?,-1
and to see an eye for an eye and a tooth for a tooth.,0
all the money you made will never buy back your soul.,0
i used to be among the crowd you're in with.,0
"when you're through running over things like you're walking 'cross the tracks,",0
how long are we gonna be riding?,0
"and they--they look at me and frown,",0
nobody stops to ask why.,0
private reasons - great or small -,0
he's not selling any alibis,0
"to hang and to lynch,",0
"going to acapulco, going on the run,",0
"next to come in was a big, black snake, uh-huh,",0
and ain't in the ones that ain't got any talent but think they do,0
"the deputy walks on a-hard nails and the preacher rides a mount,",0
"hmm, tell me.",0
staring out the window to the stars high above -,0
until the break of day let me see you make him smile.,1
"won't fall upon them naturally, life sometimes must get lonely.",0
i know a place where there's still something going on.,0
in the pigpen,0
"come, baby, find me, come, baby, remind me of where i once begun,",0
"precious memories, how they linger,",0
"oh, lose your inhibition [incomprehensible] -",0
"a-me and my cousin, one arthur mcbride,",0
you're not free to belong to me,0
while i'm in the hall.,0
when you go your way and i go mine.,0
you're on the bottom.,0
"ah, but you were right, it was perfect as i got in behind the wheel.",0
"when your foot of pride come down, ain't no going back.",0
"so swiftly the sun sets in the sky,",0
"night or day, it doesn't matter where i go anymore, i just go.",0
and she never done nothing to william zantzinger.,0
"""how are you?"" he said to me, i said it back to him.",0
"that's the day you die, lord, lord,",0
"i saw a newborn baby with wild wolves all around it,",0
"but me, i'm still on the road, heading for another joint,",0
"looks up at his hero, the commander-in-chief,",0
"ain't complaining 'bout what i got,",0
"""one of us had better call up the cops.""",0
so now i'm home investigating myself!,0
"and pretend that we never have touched,",0
yet i swear i see my reflection,0
that he'll live by the rules that the world makes for him.,0
take a woman like you to get through to the man in me.,0
"and i feel like i'm knocking on heaven's door,",0
the geometry of innocent flesh on the bone,0
"well, mack the finger said to louis the king,",0
on the jugglers and the clowns when they all came down to do tricks for you.,0
"if i just turn away when i see how you're dressed,",0
"you can always come back, but you can't come back all the way.",0
"someone to close his eyes for you,",0
but everybody still talks about how badly they were shocked.,0
he just took the folks in high places and he shined a light in their beds.,1
"i followed you beneath the stars, hounded by your memory",0
"please, mrs. henry, mrs. henry, please!",0
strange how people who suffer together have stronger connections,0
"one more night the stars are in sight,",0
it's a shame the way she makes me scrub the floor.,0
"baby, let me follow you down,",0
i can't hear the echo of my footsteps,0
"i'm going, i'm going, i'm gone.",0
"unthought of, though, somehow.",0
"but, yes, i think it can be very easily done.",0
our father would not like the way that you act,0
"and every one of them words rang true and glowed like burning coal,",0
i'm down on my knees and i ain't got a dime.,0
"wintertime is coming, the windows are filled with frost,",0
"strangers all give me the news,",0
"i want you so bad,",0
"i got no reason to be there, but i imagine it would be some kinda change.",0
and one deserving of affection?,0
how can i live for you?,0
that you just did what you're supposed to do.,0
"neighborhood bully, been driven out of every land,",0
"well, howling wolf will howl tonight, a king snake will crawl,",0
tangled up in blue.,0
"she said, ""son, this ain't a dream no more, it's the real thing.""",0
"come on, give it to me, i'll keep it with mine.",0
"wiggle till you're high, wiggle till you're higher,",0
"somebody got lucky, but it was an accident.",0
"if your time to you is worth saving,",0
"god said, ""on highway 61.""",0
because everybody must get stoned.,0
"cities on fire, phones outta order,",0
"and later on, when the crowd thinned out, i was just about to do the same,",0
"my toes, too numb to step, wait only for my boot-heels to be wandering.",0
"stone you when you're set down in your grave,",-1
"put in a prison cell, but one time he could've been the champion of the world.",0
"it's a shadowy world, skies are slippery gray,",0
at midnight all the agents and the superhuman crew,0
"put your hand on my head, baby, do i have a temperature?",0
"says he's got a bad cough,",0
"forever young, forever young,",1
food was flying everywhere - i left without my hat.,0
she lit a burner on the stove and offered me a pipe.,0
"these memories i got, they can strangle a man.",0
"fools rush in where angels fear to tread,",1
"and also by his feet,",0
"come to the door, he couldn't get in",0
crying out that he been framed.,-1
"ah, but i was so much older then,",0
"pistol-shots ring out in the barroom night,",0
"and it's a hard, it's a hard, it's a hard, and it's a hard,",0
he's the neighborhood bully.,0
"and make all kinds of money and chicks,",0
"and not going through any great extreme,",0
got to do unto others like you'd have them--said like you'd have them do unto you.,0
wouldn't've been so bad if the poor girl died at home.,0
"it's getting dark, too dark to see,",-1
"how does it feel,",0
"well, i'm standing in line in the rain to see a movie starring gregory peck,",0
"oh, the gates are cast iron and the walls are barbed wire,",0
you can make it too.,0
if you don't a-wanna be a brokenhearted lover.,1
"well, i've sung you my song - it ain't very long -",0
you got the ways of a devil sleeping in a lion's den -,0
i'm crashing my car trunk-first into the board.,0
"it's been nice seeing you, you read me like a book.",0
"but me, i'm still on the road, a-heading for another joint,",0
but what do you care? ain't nobody there would want to marry your sister!,0
see like me or be like me.,0
"in the shadows of the mesa she will lead you,",0
if i ride back again.,0
"we'll just lay there by the juniper while the moon is bright,",0
hmm.,0
"""well, are you weeping for your house and home",0
for that's the way i remember her best.,0
"that somebody someplace oughtta be hearing,",0
take off your heavy make-up and your shawl.,0
i'm looking for a woman with a head mixed up like mine.,0
when i've forgotten all the rest.,0
"and, even if the flesh falls off of my face, i know someone will be there to care.",0
"""it's my work,"" he'd say, ""and i do it for the pay.",0
"that's the day you die, lord, lord,",0
"i looked at a ho and i saw a mule,",0
but i ain't gonna hear it said no more.,0
"badge out, laid off,",0
"turn, turn to the rain and the wind.",0
to be alone with you.,0
"we'll just lay there by the juniper while the moon is bright,",0
did you ever have a dream that you couldn't explain?,0
"king of the streets, child of clay,",0
and watched out for a simple twist of fate.,0
hmm.,0
"she fell in love with a sailor boy, it's true she loved him well",1
"and my best friend, my doctor, won't even say what it is i've got.",0
she takes just like a woman - yes!,0
to lie in the gutter and die with no name?,0
"and i know what you're thinking of,",0
"alfred bello had a partner and he had a rap for the cops,",0
everything inside is made of stone.,0
who carried on his shoulder a siamese cat -,0
"oh, oh, we gonna fly down to the easy chair!",0
"a gypsy with a broken flag and a flashing ring,",0
"we'll go out and see it sometime, we'll both just sit there and stare,",0
"to a solid rock,",0
"i feel i'm knocking on heaven's door,",0
"but, if he was sick, he shoulda said.",0
"you just kinda wasted my precious time,",0
"now, mark what followed and what did betide for it being on christmas morning.",0
"he was only a hobo, but one more is gone,",0
"and the sooner you come up with them,",0
the man the authorities came to blame,0
"i tried to be loving and treat you kind,",0
somebody is out there beating on a dead horse.,0
"advertising signs, they con,",0
then time will tell who has fell and who's been left behind,0
"yeah, the locusts sang and they were singing for me,",0
"where a woman, she slaved for sure,",0
"got a magnifying glass like sherlock holmes,",0
or else your hearts must have the courage for the changing of the guards.,0
"we drove that car as far as we could, abandoned it out west,",0
but you're gonna serve somebody.,0
"oh, jokerman, you know what he wants,",0
in the night the price was paid.,0
"you see, you're just like me. i hope you're satisfied.""",0
"i do not pace the floor bowed down and bent, but yet,",0
all i really wanna do,0
"she sticks my boots in the washing machine,",0
with no attempts to shovel the glimpse,0
"may be an actor in a plot,",0
"the answer, my friend, is blowing in the wind,",0
"well, i'm crying to the lord, trying to be meek and mild.",-1
"""oh, for life, jim jones, i'm sending you across the stormy sea,",0
"gonna have to serve somebody,",0
"oh, no, i don't need any reminder",0
"but he never did like it all that much and one day the ax just fell,",0
if not for you.,0
"now, i come in on a ferris wheel and, boys, i sure was slick,",0
advertising signs that con,0
"well, the moon going up like wildfire, i feel the breath of the storm,",0
in the empty lot where the ladies play blindman's bluff with the key-chain,0
"cat's in the well and the horse is going bumpety-bump,",0
like a rolling stone?,0
i'd like to know.,0
"out to the windy beach,",0
"she'll never see that seaport town called canadee-i-o.""",0
"if he wanted to dance, he had a face like a mask.",0
as if a wedding vow.,0
i jumped a fallout shelter! i jumped a string bean! i jumped a tv dinner! i jumped a shotgun!,0
billy lyons and stack-a-lee had one terrible fight.,0
"turn, turn, turn again -",0
"watch waterfalls of pity roar,",0
with my suitcase in my hand.,0
let me die on this land 'fore i die underground.,0
"like a fool, you're not gonna hear me say,",0
ha-va-,0
"to be without a home,",0
and if you hear vague traces of skipping reels of rhyme,0
i still can remember the way that you smiled,1
"the triangle tingles, the music plays slow,",0
"wise man looking in a blade of grass,",0
think you'd like to play ball with the law?,0
"yes, to dance beneath the diamond sky with one hand waving free,",0
"so, all you newsy people, spread the news around,",0
johnny's in the basement,0
"early one morning the sun was shining, i was a-laying in bed,",0
who carried on his shoulder a siamese cat.,0
"i had a woman down in alabama,",0
"bird, fly high by the light of the moon,",1
hoping to find one circumstance of dignity.,0
"well, georgia sam, he had a bloody nose,",-1
police at your back.,0
i can walk anytime around the block.,0
"with its pale ghost retreating between the king and the queen of swords.""",0
"no, i wasn't very cute to him, was i?",0
"it's a restless, hungry feeling that don't mean no one no good",0
suck that pig and bring it on home.,0
at dawn my lover comes to me,1
hollow man looking in a cotton-field for dignity.,0
"i had a pony, her name was lucifer,",0
let me feel your love one more time before i abandon it.,1
"saying, ""christ, do i gotta be like that?",0
"i'm strumming on my gay guitar,",0
"she was working in the blinding light and i stopped in for a drink,",1
"shall i stay, would it be a sin",0
you just want to be on the side that's winning.,0
"she never stumbles, she got no place to fall,",0
and i feel like i just a-want to travel on.,0
"it's alright,",0
i wandered again to my home in the mountain,0
i can't shoot them anymore.,0
"wiggle, wiggle, wiggle like a rolling hoop,",0
but i had to sit in back of the tub.,0
"what happened to the real you? you've been captured, but by whom?",0
"then she opened up a book of poems and handed it to me,",0
make me proud to know you wear the gun.,0
"will there be any comfort there, senor?",0
"take me on a trip upon your magic, swirling ship,",0
"the wounded man looks up through his one, dying eye,",0
but they got a lot of forks and knives -,0
"look out your window and i'll be gone,",0
and if you hear vague traces of skipping reels of rhyme,0
"i need someone to talk to and a new hiding place,",0
"and sometimes i'm in the mood, i wanna walk the road again,",0
has anybody seen my love?,1
"lenny bruce is dead, but his ghost lives on and on,",0
"i know you've suffered much, but in this you are not so unique.",0
"and about how she was thinking of bumming a ride back to from where she started,",0
oh!,0
"don't stand in the doorway, don't block up the hall",0
it don't matter anyhow.,0
if you just let me come home with you.,0
"i went to the church house, every day i go an extra mile.",0
ease you and cool you and cease the pain,-1
"spiritual advisors and gurus to guide your every move,",0
"didn't come close to a mountain,",0
"knock--knock--knocking on heaven's door,",0
"it's people's games that you got to dodge,",0
"ooh, baby, ooh-ee,",0
"may god bless and keep you always, may your wishes all come true,",0
"poisoned in the bushes and blown out on the trail,",0
"you could make me cry, never say goodbye,",-1
she murdered mortal he.,0
but i know that you know that i know that you show something,0
"and it seems like i've gotta travel on,",0
"i want you,",0
"threw the bums a dime in your prime, didn't you?",0
"come, mothers and fathers throughout the land,",0
"i met one man who was wounded in love,",1
you used to be so amused,0
"in the wee hours of youth, my mother took sick",0
"my toes, too numb to step, wait only for my boot-heels to be wandering.",0
and your deck of cards missing the jack and the ace,0
you can fall down on your knees,0
"i lived with them on montague street, in a basement down the stairs,",0
the townspeople wanted to crush that kid down and string him up by the neck.,0
"i got a long-haired woman, she got royal indian blood.",-1
"country'll grow.""",0
"that long, black cloud is coming down,",0
who always was too proud to beg.,0
"swamp's gonna rise, no boat's gonna row.",0
"and in the darkness of the room there was only jim and him,",-1
"but my heart is telling me i love you, but you're strange.",1
"well, the high tide's rising, mama, don't you let me down,",0
"""it's all been designed,"" he said, ""to make you lose your mind",0
how does it feel?,0
"wasn't falling for any intricate scheme,",0
"who's gonna throw that minstrel boy a coin,",0
"you better chew gum,",0
like i see through the water that runs down my drain.,0
"and the ladies treat me kindly and they furnish me with tape,",0
nobody has to guess that baby can't be blessed,0
but you're gonna have to serve somebody.,0
"when they tried to strangle larry, joey almost a-hit the roof,",0
"don't get up, gentlemen, i'm only passing through.",0
"don't turn away, you'll create sorrow.",0
"how much do i know, to talk out of turn?",0
"mama, you know, awaits the news",0
"out to the windy beach,",0
we sit here stranded though we all do our best to deny it,0
like a rolling stone?,0
"well, the devil's shining light, it can be most blinding,",1
she's wearing a multi-thousand dollar gown.,0
"any day now, any day now, i shall be released.",0
"ten thousand men looking so lean and frail,",0
girl by the whirlpool's,0
he's singing his song for me at his own expense -,0
"shadows are falling and i've been here all day,",0
"leave your stepping-stones behind, something calls for you,",0
"it's like my whole life never happened, when i see you it's as if i've never had a thought,",0
fearing not i'd become my enemy,0
"but, baby, please stop crying, stop crying, stop crying,",-1
and he wore a metal brace around his waist.,0
"cobwebs in your mind, dust upon your eyes?",0
"round that horn and ride that herd, gonna thread up.",0
"yes, indeed, you're gonna have to serve somebody:",0
she puts it to me plain as day,0
"and when the whistle blows, i got to go - baby, don't you know?",0
"how does it feel,",0
"my attempts to please you, they were all in vain.",0
"but it ain't me, babe,",0
then i see the bloody face of ramon.,-1
"my last deal gone down, she's smelling sweet like the meadows",0
both of their futures so full of dread -- you don't show one.,0
as the last fire-truck from hell,0
"she said, ""now, don't you tell henry,",0
"and you'll give it to me now, i'll take it anyhow",0
why am i walking? where am i running?,0
it's all new to me,0
"well, i risked my neck for you. didn't i take chances?",0
"the poor little chauffeur, though, she was back in bed",0
"i gave him my blanket and he gave me his word,",0
why wait any longer for the world to begin?,0
every new messenger bringing evil report,0
"the haunted, frightened trees,",0
"dark beauty, won't you move over and give me some room?",-1
but the pennsylvania line's in an awful mess and the denver road is about to melt.,0
anyone with any sense had already left town;,0
"when all the people passed, she saw her son at last.",0
"wondering if she'd changed at all, if her hair was still red.",0
you'd be honest with me if only you knew.,0
"takes too much skill, takes too much will, it's too revealing.",-1
"they pass by so silently,",0
"he said, ""come over here, girl, step into the light.""",1
"""no, there's nothing you can send me, my own true love,",1
the gray-flannel dwarf to scream,0
"well, my pa he died and left me, my brother got killed in the war,",-1
"sleeping in the saddle, sleeping in a king-size bed,",0
you'll not see nothing like the mighty quinn!,0
one more cup of coffee 'fore i go to the valley below.,0
wives would keep their husbands home when willie came to town.,0
"neither one gonna turn and run,",0
"there's an iron cross still hanging down from around her neck,",0
everybody went down to that million dollar bash.,0
"she ate so much she made us sick, uh-huh.",0
not the whiskey-drinking indian or the marine who went to war.,0
"my love, she laughs like the flowers,",1
"till one day all of his slaves ran free, something inside of him died.",0
crying out that he been framed.,-1
"but, if he was sick, he shoulda said.",0
i can see the day coming when even your home garden,0
"and it's been the ruin of many a poor girl - and me - oh, god! - i'm a one.",0
may you have a strong foundation when the winds of changes shift.,0
"it don't bother me, times are hard everywhere, we'll just have to see how it goes.",0
"make promises by the hour,",0
"yes, and how many times must the cannon balls fly",0
will you let me be myself or is your love in vain?,1
"and with all the ship's company they were willing to engage,",0
"i'm going, i'm going, i'm gone.",0
bringing everything that's near to me nearer to the fire.,0
"you may be somebody's landlord, you may even own banks,",0
but i forgot more than you'll ever know about her.,0
he could've been an accountant or a tennis star.,0
take the rag away from your face! now ain't the time for your tears.,0
throw my letters in the sand 'cause you got to understand,0
"now there's nothing that reminds me of that old, familiar chime, except you, yeah, you.",0
you can make it too.,0
"i don't care about economy, i don't care about astronomy,",0
sweet lady.,0
"oh, the tree of life is growing where the spirit never dies",0
"i ain't saying you treated me unkind,",0
trouble...,0
"jokerman, dance to the nightingale tune,",0
"it's hard times, in the country, living down in new york town.",0
you will seek me and you'll find me in the wasteland of your mind,0
the number one contender for the middleweight crown,0
they'll kick you when you're up and knock you when you're down.,0
"""my complexion,"" she said, ""is much too white.""",0
"three angels up above the street,",1
"and my wig-hat was falling in my face,",0
the order is rapidly fading,0
"bird, fly high by the light of the moon,",1
behind a man's brain.,0
"ring them bells for the blind and the deaf,",0
"if you're traveling in the north country fair,",0
when a can of black paint did fell on my head.,-1
"curtis in the jailhouse drinking from an old tin cup,",0
"""turn him loose, let him go, let him say he outdrew me fair and square.",0
seen a shooting star tonight and i thought of me.,0
"this is called ""a sacrilegious lullaby in--in d minor"". (strums some strings.) that's the d minor. no, in all seriousness-- (audience member interjects: ""why'd you pick it?"") well, i don't know why. this is, this a love song. it's called the ""gates of eden"".",1
"everybody knows baby's got new clothes,",0
"on a night like this i can't get any sleep,",0
"""let's blow this place to kingdom come, let con edison take the blame.""",0
"well, everybody's building their boats,",0
"but i never did like it all that much and one day the ax just fell,",0
"every step of the way we walk the line,",0
"little rooster crowing, there must be something on his mind,",0
"as the present now will later be past,",0
"can i cast it aside, all this loyalty and this pride?",0
ain't it just like the night to play tricks when you're trying to be so quiet?,0
it's nothing - it's something i learned over in england.,0
and now you're gonna have to get used to it.,0
and the national bank at a profit sells road-maps for the soul,0
it must have been don pasquale making a 2 am booty call.,0
"lady luck, who shines on me, will tell you where i'm at,",0
"he's the property of jesus,",0
"take me down to california, baby!",0
"when you ain't got nothing, you got nothing to lose.",0
everybody must get stoned.,0
"well, it's one foot on the platform and the other foot on the train.",0
"oh, if there's an original thought out there, i could use it right now,",0
but i can't get close to her at all.,0
"till one morning's wake the bed, it was bare",0
"i saw them leaving,"" he says and he stops,",0
"she inherited a million bucks and, when she died, it came to me -",0
"be careful of the clean clothes,",0
i ask you how things could get much worse -,0
"across the street they've nailed the curtains, they're getting ready for the feast,",0
for they're deep and they're wide and the world's on its side,0
you had no faith to lose and you know it.,0
"resting in the fields, far from the turbulent space,",0
"you suddenly find you got nothing to fear,",0
"watching the river flow,",0
"the bridge at midnight trembles,",0
"well, the cuckoo is a pretty bird, she warbles as she flies,",0
"i'll be back in a minute, you can get it together by then.",0
i could never figure out why you chose that particular place to meet -,0
to show that all's equal and that the courts are on the level,0
ring them from the fortress for the lilies that bloom.,0
"stay, lady, stay, stay with your man awhile,",0
and so patty calls the cops,0
we carried you in our arms on independence day,0
"well, it's sundown on the union and what's made in the usa.",0
we chopped through the night and we chopped through the dawn.,0
"i see the turning of the page, curtain rising on a new age,",0
they'll stone you when you're playing your guitar.,0
everything stays down where it's wounded,0
"and, if things don't change soon, he will.",0
"farewell, angelina, the sky's flooding over and i must go where it is dry.",1
"little boy lost, he takes himself so seriously,",0
"but it's alright, ma, i can make it.",0
"early one morning the sun was shining, i was laying in bed,",0
"i feel displaced, i got a low-down feeling:",0
and i will always be emotionally yours.,0
